income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,predicted_approaches_pct,residual,test_group,performance_category
Mexia ISD,30420,2020-2024,Texas,53498.0,5218.0,MEXIA ISD,147903,Spring 2026,1630.0,953.0,58.46625766871165,66.16432394042307,-7.698066271711426,Elementary/middle,Under expected
Mesquite ISD,30390,2020-2024,Texas,71595.0,3110.0,MESQUITE ISD,057914,Spring 2026,32776.0,20318.0,61.99048083963877,69.71633534056892,-7.725854500930147,Elementary/middle,Under expected
Bonham ISD,10800,2020-2024,Texas,68559.0,8485.0,BONHAM ISD,074903,Spring 2026,1659.0,1018.0,61.36226642555757,69.12044062813908,-7.7581742025815075,Elementary/middle,Under expected
San Augustine ISD,38760,2020-2024,Texas,41638.0,10922.0,SAN AUGUSTINE ISD,203901,Spring 2026,504.0,282.0,55.95238095238096,63.83648754733418,-7.8841065949532165,Elementary/middle,Under expected
Jacksonville ISD,24590,2020-2024,Texas,52895.0,4124.0,JACKSONVILLE ISD,037904,Spring 2026,4308.0,2504.0,58.12441968430826,66.04596935821121,-7.921549673902952,Elementary/middle,Under expected
Lytle ISD,28650,2020-2024,Texas,71696.0,19932.0,LYTLE ISD,007904,Spring 2026,1785.0,1102.0,61.73669467787115,69.73615924239876,-7.999464564527607,Elementary/middle,Under expected
Itasca ISD,24480,2020-2024,Texas,82260.0,12873.0,ITASCA ISD,109907,Spring 2026,593.0,378.0,63.74367622259697,71.80962160804725,-8.065945385450284,Elementary/middle,Under expected
Taylor ISD,42280,2020-2024,Texas,75805.0,6069.0,TAYLOR ISD,246911,Spring 2026,2417.0,1510.0,62.47414149772445,70.54265837723875,-8.068516879514299,Elementary/middle,Under expected
Dimmitt ISD,17160,2020-2024,Texas,57532.0,22053.0,DIMMITT ISD,035901,Spring 2026,917.0,539.0,58.778625954198475,66.95610235608248,-8.177476401884007,Elementary/middle,Under expected
McGregor ISD,29820,2020-2024,Texas,86000.0,15518.0,MCGREGOR ISD,161909,Spring 2026,1390.0,894.0,64.31654676258994,72.54369480451878,-8.227148041928842,Elementary/middle,Under expected
Fort Worth ISD,19700,2020-2024,Texas,65742.0,1341.0,FORT WORTH ISD,220905,Spring 2026,56058.0,33786.0,60.26972064647329,68.56753041571653,-8.297809769243244,Elementary/middle,Under expected
Wills Point ISD,45950,2020-2024,Texas,76975.0,7051.0,WILLS POINT ISD,234907,Spring 2026,2669.0,1667.0,62.45784938179093,70.77230159645578,-8.314452214664847,Elementary/middle,Under expected
Cameron ISD,12640,2020-2024,Texas,64127.0,8610.0,CAMERON ISD,166901,Spring 2026,1197.0,716.0,59.81620718462823,68.25054426269472,-8.434337078066484,Elementary/middle,Under expected
Alvarado ISD,11,2020-2024,Texas,80826.0,10732.0,ALVARADO ISD,126901,Spring 2026,3427.0,2162.0,63.08724832214765,71.52816145731457,-8.440913135166916,Elementary/middle,Under expected
Levelland ISD,27240,2020-2024,Texas,60864.0,10723.0,LEVELLAND ISD,110902,Spring 2026,2052.0,1214.0,59.16179337231969,67.61009484021167,-8.44830146789198,Elementary/middle,Under expected
Athens ISD,8870,2020-2024,Texas,72118.0,5795.0,ATHENS ISD,107901,Spring 2026,2715.0,1658.0,61.06813996316759,69.81898782232147,-8.750847859153886,Elementary/middle,Under expected
Alief ISD,7830,2020-2024,Texas,51986.0,1770.0,ALIEF ISD,101903,Spring 2026,32647.0,18620.0,57.0343369988054,65.8675542417426,-8.833217242937195,Elementary/middle,Under expected
East Central ISD,17850,2020-2024,Texas,80803.0,6282.0,EAST CENTRAL ISD,015911,Spring 2026,10275.0,6433.0,62.60827250608273,71.52364710343252,-8.915374597349796,Elementary/middle,Under expected
West Orange-Cove CISD,45090,2020-2024,Texas,51471.0,10822.0,WEST ORANGE-COVE CISD,181906,Spring 2026,2057.0,1166.0,56.68449197860963,65.76647197003595,-9.081979991426323,Elementary/middle,Under expected
Seguin ISD,39690,2020-2024,Texas,66354.0,3820.0,SEGUIN ISD,094901,Spring 2026,6587.0,3922.0,59.54152117807803,68.68765148423005,-9.146130306152017,Elementary/middle,Under expected
Gladewater ISD,20760,2020-2024,Texas,62593.0,6403.0,GLADEWATER ISD,092901,Spring 2026,1479.0,869.0,58.75591615956728,67.94945648638794,-9.193540326820667,Elementary/middle,Under expected
Comfort ISD,14790,2020-2024,Texas,101250.0,18104.0,COMFORT ISD,130902,Spring 2026,896.0,594.0,66.29464285714286,75.53690770456984,-9.24226484742698,Elementary/middle,Under expected
Red Oak ISD,36660,2020-2024,Texas,104420.0,8986.0,RED OAK ISD,070911,Spring 2026,6063.0,4057.0,66.9140689427676,76.15910343526899,-9.24503449250139,Elementary/middle,Under expected
Corsicana ISD,15330,2020-2024,Texas,58698.0,4081.0,CORSICANA ISD,175903,Spring 2026,5396.0,3125.0,57.91326908821349,67.18496047027655,-9.27169138206306,Elementary/middle,Under expected
Brooks County ISD,11580,2020-2024,Texas,47764.0,16489.0,BROOKS COUNTY ISD,024901,Spring 2026,994.0,554.0,55.73440643863179,65.03887589000387,-9.304469451372078,Elementary/middle,Under expected
Community ISD,14850,2020-2024,Texas,111818.0,12450.0,COMMUNITY ISD,043918,Spring 2026,5550.0,3788.0,68.25225225225225,77.6111551752413,-9.358902922989046,Elementary/middle,Under expected
Pearsall ISD,34470,2020-2024,Texas,63545.0,11761.0,PEARSALL ISD,082903,Spring 2026,1738.0,1021.0,58.74568469505178,68.13631148185343,-9.390626786801647,Elementary/middle,Under expected
Schulenburg ISD,39540,2020-2024,Texas,68669.0,11689.0,SCHULENBURG ISD,075903,Spring 2026,534.0,319.0,59.737827715355806,69.1420310162706,-9.404203300914787,Elementary/middle,Under expected
Pilot Point ISD,34920,2020-2024,Texas,97854.0,24379.0,PILOT POINT ISD,061903,Spring 2026,1647.0,1078.0,65.45233758348512,74.87035354007322,-9.418015956588107,Elementary/middle,Under expected
San Antonio ISD,38730,2020-2024,Texas,46710.0,1609.0,SAN ANTONIO ISD,015907,Spring 2026,34862.0,19297.0,55.35253284378406,64.8320007164528,-9.479467872668735,Elementary/middle,Under expected
Kennedale ISD,25500,2020-2024,Texas,103655.0,7869.0,KENNEDALE ISD,220914,Spring 2026,2519.0,1675.0,66.4946407304486,76.00895209962708,-9.514311369178486,Elementary/middle,Under expected
Linden-Kildare CISD,27540,2020-2024,Texas,52616.0,14622.0,LINDEN-KILDARE CISD,034905,Spring 2026,549.0,310.0,56.466302367941715,65.99120828285946,-9.524905914917746,Elementary/middle,Under expected
Valley View ISD (Cooke County),43860,2020-2024,Texas,85317.0,11864.0,VALLEY VIEW ISD,049903,Spring 2026,870.0,547.0,62.87356321839081,72.40963812184765,-9.536074903456843,Elementary/middle,Under expected
Spring ISD,41220,2020-2024,Texas,70683.0,3618.0,SPRING ISD,101919,Spring 2026,29587.0,17745.0,59.97566498800148,69.53733139533307,-9.561666407331586,Elementary/middle,Under expected
Winona ISD,46230,2020-2024,Texas,74153.0,18773.0,WINONA ISD,212910,Spring 2026,1120.0,679.0,60.62499999999999,70.21841000275452,-9.593410002754531,Elementary/middle,Under expected
Forney ISD,19560,2020-2024,Texas,104853.0,5897.0,FORNEY ISD,129902,Spring 2026,18588.0,12378.0,66.59134925758553,76.24409105400485,-9.65274179641932,Elementary/middle,Under expected
Aubrey ISD,8910,2020-2024,Texas,115470.0,8455.0,AUBREY ISD,061907,Spring 2026,4731.0,3248.0,68.65356161488057,78.32795606120763,-9.674394446327057,Elementary/middle,Under expected
Chapel Hill ISD (Smith County),13650,2020-2024,Texas,72968.0,8386.0,CHAPEL HILL ISD,212909,Spring 2026,2936.0,1767.0,60.18392370572207,69.98582263970138,-9.80189893397931,Elementary/middle,Under expected
Judson ISD,24990,2020-2024,Texas,76852.0,3281.0,JUDSON ISD,015916,Spring 2026,20514.0,12480.0,60.836501901140686,70.74815961699963,-9.911657715858944,Elementary/middle,Under expected
Coldspring-Oakhurst CISD,14520,2020-2024,Texas,58972.0,7426.0,COLDSPRING-OAKHURST CISD,204901,Spring 2026,1419.0,813.0,57.2938689217759,67.2387401643496,-9.94487124257369,Elementary/middle,Under expected
Huntsville ISD,24030,2020-2024,Texas,50985.0,4069.0,HUNTSVILLE ISD,236902,Spring 2026,9198.0,5112.0,55.57729941291585,65.6710817097458,-10.093782296829957,Elementary/middle,Under expected
La Vega ISD,26280,2020-2024,Texas,53775.0,10721.0,LA VEGA ISD,161906,Spring 2026,2957.0,1659.0,56.104159621237734,66.21869246326334,-10.114532842025604,Elementary/middle,Under expected
Dayton ISD,16410,2020-2024,Texas,83472.0,6783.0,DAYTON ISD,146902,Spring 2026,5587.0,3451.0,61.768390907463754,72.0475084300054,-10.27911752254164,Elementary/middle,Under expected
Eagle Mountain-Saginaw ISD,17700,2020-2024,Texas,101650.0,5510.0,EAGLE MT-SAGINAW ISD,220918,Spring 2026,22306.0,14560.0,65.27391733165965,75.61541820686627,-10.34150087520662,Elementary/middle,Under expected
Splendora ISD,41070,2020-2024,Texas,79428.0,6941.0,SPLENDORA ISD,170907,Spring 2026,5594.0,3407.0,60.90454057919199,71.25376725178859,-10.3492266725966,Elementary/middle,Under expected
Little Elm ISD,27720,2020-2024,Texas,122225.0,8060.0,LITTLE ELM ISD,061914,Spring 2026,7046.0,4878.0,69.23076923076923,79.65380216873844,-10.42303293796921,Elementary/middle,Under expected
Rockport-Fulton ISD,8550,2020-2024,Texas,75017.0,11582.0,ROCKPORT-FULTON ISD,004901,Spring 2026,2567.0,1538.0,59.91429684456564,70.3879926877148,-10.473695843149159,Elementary/middle,Under expected
Poteet ISD,35520,2020-2024,Texas,62625.0,26771.0,POTEET ISD,007906,Spring 2026,1615.0,928.0,57.46130030959752,67.95573732657166,-10.494437016974146,Elementary/middle,Under expected
New Caney ISD,32400,2020-2024,Texas,85629.0,4794.0,NEW CANEY ISD,170908,Spring 2026,18195.0,11237.0,61.758724924429785,72.47087631363885,-10.712151389209069,Elementary/middle,Under expected
Lancaster ISD,26670,2020-2024,Texas,69151.0,7883.0,LANCASTER ISD,057913,Spring 2026,5490.0,3210.0,58.46994535519126,69.23663617153778,-10.766690816346525,Elementary/middle,Under expected
Liberty-Eylau ISD,27390,2020-2024,Texas,45988.0,4905.0,LIBERTY-EYLAU ISD,019908,Spring 2026,1683.0,905.0,53.77302436125966,64.69028925980776,-10.917264898548098,Elementary/middle,Under expected
Junction ISD,25020,2020-2024,Texas,64432.0,10034.0,JUNCTION ISD,134901,Spring 2026,709.0,406.0,57.26375176304654,68.31040852069574,-11.046656757649203,Elementary/middle,Under expected
Jasper ISD,24630,2020-2024,Texas,53795.0,5442.0,JASPER ISD,121904,Spring 2026,1610.0,888.0,55.15527950310559,66.22261798837816,-11.067338485272572,Elementary/middle,Under expected
Royse City ISD,38220,2020-2024,Texas,120719.0,5850.0,ROYSE CITY ISD,199902,Spring 2026,9705.0,6591.0,67.91344667697064,79.35821012759241,-11.444763450621778,Elementary/middle,Under expected
Hutto ISD,24100,2020-2024,Texas,123195.0,8904.0,HUTTO ISD,246906,Spring 2026,10660.0,7287.0,68.35834896810506,79.84419013680726,-11.485841168702194,Elementary/middle,Under expected
Texarkana ISD,42480,2020-2024,Texas,49240.0,6030.0,TEXARKANA ISD,019907,Spring 2026,9254.0,4972.0,53.7281175707802,65.32857964347767,-11.600462072697468,Elementary/middle,Under expected
Somerville ISD,40770,2020-2024,Texas,72619.0,18370.0,SOMERVILLE ISD,026902,Spring 2026,542.0,316.0,58.30258302583026,69.91732222644775,-11.614739200617493,Elementary/middle,Under expected
Taft ISD,42060,2020-2024,Texas,72331.0,9548.0,TAFT ISD,205907,Spring 2026,711.0,414.0,58.22784810126582,69.86079466479433,-11.632946563528506,Elementary/middle,Under expected
Nacogdoches ISD,32090,2020-2024,Texas,49824.0,5221.0,NACOGDOCHES ISD,174904,Spring 2026,4902.0,2636.0,53.77396980824154,65.44320497683044,-11.669235168588905,Elementary/middle,Under expected
Kemp ISD,25320,2020-2024,Texas,71744.0,6345.0,KEMP ISD,129904,Spring 2026,1861.0,1080.0,58.033315421816226,69.74558050267433,-11.712265080858103,Elementary/middle,Under expected
Daingerfield-Lone Star ISD,16180,2020-2024,Texas,61852.0,6524.0,DAINGERFIELD-LONE STAR ISD,172902,Spring 2026,862.0,483.0,56.03248259860789,67.80401578088383,-11.771533182275938,Elementary/middle,Under expected
Dalhart ISD,16200,2020-2024,Texas,71756.0,7308.0,DALHART ISD,056901,Spring 2026,1756.0,1017.0,57.91571753986332,69.74793581774323,-11.832218277879903,Elementary/middle,Under expected
Cedar Hill ISD,13230,2020-2024,Texas,99737.0,7236.0,CEDAR HILL ISD,057904,Spring 2026,4771.0,3016.0,63.21525885558583,75.23994172963363,-12.024682874047798,Elementary/middle,Under expected
Brownfield ISD,11610,2020-2024,Texas,42971.0,2708.0,BROWNFIELD ISD,223901,Spring 2026,1429.0,744.0,52.06438068579426,64.098123796237,-12.033743110442742,Elementary/middle,Under expected
Crowley ISD,15910,2020-2024,Texas,86560.0,3532.0,CROWLEY ISD,220912,Spring 2026,14771.0,8939.0,60.51722970685803,72.65360950773378,-12.136379800875744,Elementary/middle,Under expected
Terrell ISD,42450,2020-2024,Texas,70843.0,5279.0,TERRELL ISD,129906,Spring 2026,4757.0,2725.0,57.28400252259828,69.56873559625164,-12.284733073653364,Elementary/middle,Under expected
Aransas Pass ISD,8580,2020-2024,Texas,59583.0,6885.0,ARANSAS PASS ISD,205901,Spring 2026,1399.0,770.0,55.03931379556827,67.35866495660738,-12.319351161039116,Elementary/middle,Under expected
Huffman ISD,23820,2020-2024,Texas,89756.0,14860.0,HUFFMAN ISD,101925,Spring 2026,3721.0,2264.0,60.843859177640425,73.28090842108219,-12.437049243441763,Elementary/middle,Under expected
Snyder ISD,40650,2020-2024,Texas,59145.0,6507.0,SNYDER ISD,208902,Spring 2026,2085.0,1136.0,54.48441247002398,67.2726959565928,-12.788283486568815,Elementary/middle,Under expected
Gainesville ISD,20220,2020-2024,Texas,59464.0,3576.0,GAINESVILLE ISD,049901,Spring 2026,2784.0,1518.0,54.52586206896552,67.3353080821742,-12.809446013208671,Elementary/middle,Under expected
Granger ISD,21590,2020-2024,Texas,76522.0,19055.0,GRANGER ISD,246905,Spring 2026,548.0,317.0,57.846715328467155,70.68338845260507,-12.836673124137917,Elementary/middle,Under expected
Natalia ISD,32130,2020-2024,Texas,75798.0,10893.0,NATALIA ISD,163903,Spring 2026,1159.0,668.0,57.63589301121657,70.54128444344856,-12.905391432231994,Elementary/middle,Under expected
Anna ISD,8340,2020-2024,Texas,104989.0,13987.0,ANNA ISD,043902,Spring 2026,6466.0,4095.0,63.33127126507887,76.27078462478565,-12.93951335970678,Elementary/middle,Under expected
Friona ISD,19980,2020-2024,Texas,72500.0,17213.0,FRIONA ISD,185903,Spring 2026,918.0,522.0,56.86274509803921,69.89396535201456,-13.031220253975349,Elementary/middle,Under expected
Duncanville ISD,17640,2020-2024,Texas,72230.0,3318.0,DUNCANVILLE ISD,057907,Spring 2026,9009.0,5112.0,56.743256743256744,69.84097076296447,-13.09771401970773,Elementary/middle,Under expected
Presidio ISD,35800,2020-2024,Texas,42818.0,23580.0,PRESIDIO ISD,189902,Spring 2026,1003.0,511.0,50.94715852442672,64.06809352910862,-13.120935004681904,Elementary/middle,Under expected
Edgewood ISD (Bexar County),18150,2020-2024,Texas,42055.0,1987.0,EDGEWOOD ISD,015905,Spring 2026,5981.0,3035.0,50.74402273867247,63.9183347459782,-13.17431200730573,Elementary/middle,Under expected
DeSoto ISD,16860,2020-2024,Texas,83272.0,7669.0,DESOTO ISD,057906,Spring 2026,4752.0,2794.0,58.79629629629629,72.00825317885719,-13.211956882560898,Elementary/middle,Under expected
Everman ISD,18810,2020-2024,Texas,75317.0,5528.0,EVERMAN ISD,220904,Spring 2026,4465.0,2550.0,57.11086226203808,70.44687556443711,-13.336013302399024,Elementary/middle,Under expected
Westwood ISD,43290,2020-2024,Texas,52647.0,11427.0,WESTWOOD ISD,001908,Spring 2026,1196.0,629.0,52.59197324414716,65.99729284678743,-13.405319602640269,Elementary/middle,Under expected
Shepherd ISD,40020,2020-2024,Texas,82604.0,17570.0,SHEPHERD ISD,204904,Spring 2026,1744.0,1019.0,58.428899082568805,71.87714064002216,-13.448241557453358,Elementary/middle,Under expected
Jarrell ISD,24600,2020-2024,Texas,94385.0,4031.0,JARRELL ISD,246907,Spring 2026,4441.0,2694.0,60.66201306012159,74.18947120890752,-13.527458148785932,Elementary/middle,Under expected
Burnet CISD,12220,2020-2024,Texas,79893.0,6528.0,BURNET CISD,027903,Spring 2026,3064.0,1758.0,57.37597911227154,71.34503571070817,-13.969056598436637,Elementary/middle,Under expected
Irving ISD,24420,2020-2024,Texas,71448.0,1756.0,IRVING ISD,057912,Spring 2026,25167.0,13951.0,55.43370286486272,69.68748273097498,-14.25377986611226,Elementary/middle,Under expected
Royal ISD,38190,2020-2024,Texas,75076.0,9599.0,ROYAL ISD,237905,Spring 2026,2902.0,1624.0,55.96140592694693,70.39957298680352,-14.438167059856589,Elementary/middle,Under expected
Crane ISD,15540,2020-2024,Texas,62212.0,14766.0,CRANE ISD,052901,Spring 2026,1571.0,837.0,53.27816677275621,67.87467523295061,-14.5965084601944,Elementary/middle,Under expected
Greenwood ISD,21750,2020-2024,Texas,128864.0,20722.0,GREENWOOD ISD,165902,Spring 2026,3689.0,2443.0,66.22390891840607,80.95688023060329,-14.732971312197222,Elementary/middle,Under expected
Hearne ISD,22830,2020-2024,Texas,55563.0,8930.0,HEARNE ISD,198905,Spring 2026,647.0,335.0,51.77743431221021,66.56963440852834,-14.792200096318133,Elementary/middle,Under expected
Crandall ISD,15510,2020-2024,Texas,93644.0,6658.0,CRANDALL ISD,129901,Spring 2026,7055.0,4177.0,59.206236711552094,74.04403050340339,-14.837793791851297,Elementary/middle,Under expected
Greenville ISD,21720,2020-2024,Texas,66514.0,3730.0,GREENVILLE ISD,116905,Spring 2026,4768.0,2561.0,53.71224832214765,68.71905568514862,-15.006807363000966,Elementary/middle,Under expected
Tarkington ISD,42210,2020-2024,Texas,99144.0,8518.0,TARKINGTON ISD,146907,Spring 2026,1786.0,1068.0,59.79843225083986,75.12354990997919,-15.32511765913933,Elementary/middle,Under expected
Robstown ISD,37440,2020-2024,Texas,41182.0,8362.0,ROBSTOWN ISD,178909,Spring 2026,2234.0,1081.0,48.38854073410922,63.746985574716255,-15.358444840607035,Elementary/middle,Under expected
Venus ISD,44010,2020-2024,Texas,89917.0,15335.0,VENUS ISD,126908,Spring 2026,2184.0,1248.0,57.14285714285714,73.31250889825648,-16.169651755399343,Elementary/middle,Under expected
Bridgeport ISD,11340,2020-2024,Texas,88929.0,16654.0,BRIDGEPORT ISD,249903,Spring 2026,1898.0,1072.0,56.48050579557429,73.11858795758432,-16.638082162010036,Elementary/middle,Under expected
Lamesa ISD,26610,2020-2024,Texas,51358.0,12128.0,LAMESA ISD,058906,Spring 2026,1302.0,634.0,48.69431643625192,65.74429275313722,-17.0499763168853,Elementary/middle,Under expected
Bastrop ISD,9570,2020-2024,Texas,87946.0,6824.0,BASTROP ISD,011901,Spring 2026,11723.0,6542.0,55.80482811567005,72.92564839819087,-17.120820282520825,Elementary/middle,Under expected
Waco ISD,44280,2020-2024,Texas,45436.0,2632.0,WACO ISD,161914,Spring 2026,11709.0,5550.0,47.39943633102742,64.5819447666387,-17.182508435611282,Elementary/middle,Under expected
Commerce ISD,14820,2020-2024,Texas,56946.0,10069.0,COMMERCE ISD,116903,Spring 2026,1406.0,687.0,48.8620199146515,66.84108447021822,-17.979064555566723,Elementary/middle,Under expected
Beaumont ISD,9670,2020-2024,Texas,57493.0,2819.0,BEAUMONT ISD,123910,Spring 2026,13295.0,6488.0,48.80030086498684,66.94844758210857,-18.148146717121733,Elementary/middle,Under expected
Lake Worth ISD,26490,2020-2024,Texas,51120.0,7541.0,LAKE WORTH ISD,220910,Spring 2026,3129.0,1479.0,47.26749760306807,65.69757900427085,-18.430081401202777,Elementary/middle,Under expected
Bloomington ISD,10500,2020-2024,Texas,52775.0,18041.0,BLOOMINGTON ISD,235901,Spring 2026,702.0,334.0,47.57834757834758,66.02241620752228,-18.4440686291747,Elementary/middle,Under expected
Wharton ISD,45380,2020-2024,Texas,58232.0,6326.0,WHARTON ISD,241904,Spring 2026,1442.0,700.0,48.54368932038835,67.09349573510121,-18.54980641471286,Elementary/middle,Under expected
Trinity ISD,43200,2020-2024,Texas,50603.0,8755.0,TRINITY ISD,228903,Spring 2026,1020.0,477.0,46.76470588235294,65.59610418005272,-18.831398297699778,Elementary/middle,Under expected
Uvalde CISD,43720,2020-2024,Texas,52995.0,6582.0,UVALDE CISD,232903,Spring 2026,3083.0,1455.0,47.1942912747324,66.06559698378533,-18.871305709052926,Elementary/middle,Under expected
Cleveland ISD,14370,2020-2024,Texas,57146.0,8091.0,CLEVELAND ISD,146901,Spring 2026,11572.0,5443.0,47.0359488420325,66.88033972136643,-19.84439087933393,Elementary/middle,Under expected
Crockett ISD,15720,2020-2024,Texas,46845.0,8502.0,CROCKETT ISD,113901,Spring 2026,951.0,426.0,44.79495268138801,64.85849801097784,-20.06354532958983,Elementary/middle,Under expected
Del Valle ISD,16620,2020-2024,Texas,79700.0,6324.0,DEL VALLE ISD,227910,Spring 2026,9978.0,5110.0,51.21266786931249,71.30715439335015,-20.094486524037656,Elementary/middle,Under expected
Kermit ISD,25560,2020-2024,Texas,80851.0,21002.0,KERMIT ISD,248901,Spring 2026,1139.0,567.0,49.78050921861282,71.5330683637081,-21.752559145095276,Elementary/middle,Under expected
Kingsville ISD,25680,2020-2024,Texas,57710.0,9760.0,KINGSVILLE ISD,137901,Spring 2026,1979.0,894.0,45.17433046993431,66.9910395296044,-21.81670905967008,Elementary/middle,Under expected
Marlin ISD,29130,2020-2024,Texas,43381.0,9773.0,MARLIN ISD,073903,Spring 2026,737.0,312.0,42.33378561736771,64.17859706109084,-21.84481144372313,Elementary/middle,Under expected
Elgin ISD,18360,2020-2024,Texas,90375.0,11216.0,ELGIN ISD,011902,Spring 2026,5435.0,2780.0,51.14995400183992,73.40240342338589,-22.25244942154597,Elementary/middle,Under expected
Connally ISD,14970,2020-2024,Texas,56875.0,6972.0,CONNALLY ISD,161921,Spring 2026,1785.0,793.0,44.42577030812325,66.8271488560606,-22.401378547937355,Elementary/middle,Under expected
Hitchcock ISD,23310,2020-2024,Texas,84818.0,6940.0,HITCHCOCK ISD,084908,Spring 2026,1504.0,739.0,49.13563829787234,72.31169627023286,-23.176057972360518,Elementary/middle,Under expected
Fort Stockton ISD,20190,2020-2024,Texas,79028.0,11019.0,FORT STOCKTON ISD,186902,Spring 2026,7059.0,3381.0,47.89630259243519,71.17525674949216,-23.278954157056972,Elementary/middle,Under expected
Manor ISD,28890,2020-2024,Texas,97415.0,7159.0,MANOR ISD,227907,Spring 2026,9250.0,4715.0,50.972972972972975,74.7841882638029,-23.811215290829928,Elementary/middle,Under expected
Hallsville ISD,22170,2020-2024,Texas,82924.0,11440.0,HALLSVILLE ISD,102904,Spring 2026,18153.0,8698.0,47.91494518812318,71.93994904185931,-24.02500385373613,Elementary/middle,Under expected
Roscoe Collegiate ISD,37860,2020-2024,Texas,58304.0,15457.0,ROSCOE COLLEGIATE ISD,177901,Spring 2026,14019.0,5624.0,40.11698409301662,67.10762762551457,-26.99064353249795,Elementary/middle,Under expected
